"","CountryName","RequestYear","DataType","variable","value"
"252","Cote d'Ivoire",2011,"X","FPL.floor",0.529854576994536
"253","Cote d'Ivoire",2012,"X","FPL.floor",0.536410378520292
"254","Cote d'Ivoire",2013,"X","FPL.floor",0.540939013173182
"255","Cote d'Ivoire",2015,"X","FPL.floor",0.54736889295776
"256","Congo, Democratic Republic of",1981,"X","FPL.floor",0.526994988630274
"257","Congo, Democratic Republic of",1984,"X","FPL.floor",0.525292349216913
"258","Congo, Democratic Republic of",1987,"X","FPL.floor",0.524929014955784
"259","Congo, Democratic Republic of",1990,"X","FPL.floor",0.496869197842543
"260","Congo, Democratic Republic of",1993,"X","FPL.floor",0.411129255941941
"261","Congo, Democratic Republic of",1996,"X","FPL.floor",0.3844709337672
"262","Congo, Democratic Republic of",1999,"X","FPL.floor",0.348798193984103
"263","Congo, Democratic Republic of",2002,"X","FPL.floor",0.321516340661505
"264","Congo, Democratic Republic of",2005,"X","FPL.floor",0.339395288588119
"265","Congo, Democratic Republic of",2008,"X","FPL.floor",0.397589079884366
"266","Congo, Democratic Republic of",2010,"X","FPL.floor",0.416940096125446
"267","Congo, Democratic Republic of",2011,"X","FPL.floor",0.43627180940377
"268","Congo, Democratic Republic of",2012,"X","FPL.floor",0.454460685395564
"269","Congo, Democratic Republic of",2013,"X","FPL.floor",0.467958102450667
"270","Congo, Democratic Republic of",2015,"X","FPL.floor",0.481743141796302
"271","Congo, Republic of",1981,"X","FPL.floor",0.519533266218835
"272","Congo, Republic of",1984,"X","FPL.floor",0.564374444052118
"273","Congo, Republic of",1987,"X","FPL.floor",0.534392908085383
"274","Congo, Republic of",1990,"X","FPL.floor",0.529456351454952
"275","Congo, Republic of",1993,"X","FPL.floor",0.521923628106973
"276","Congo, Republic of",1996,"X","FPL.floor",0.511344115607122
"277","Congo, Republic of",1999,"X","FPL.floor",0.495853221715277
"278","Congo, Republic of",2002,"X","FPL.floor",0.509720611337936
"279","Congo, Republic of",2005,"X","FPL.floor",0.515022655085053
"280","Congo, Republic of",2008,"X","FPL.floor",0.506608298853902
"281","Congo, Republic of",2010,"X","FPL.floor",0.517590503420552
"282","Congo, Republic of",2011,"X","FPL.floor",0.511282656537891
"283","Congo, Republic of",2012,"X","FPL.floor",0.512974102144153
"284","Congo, Republic of",2013,"X","FPL.floor",0.514311759106011
"285","Congo, Republic of",2015,"X","FPL.floor",0.520208000249502
"286","Colombia",1981,"Y","FPL.floor",0.297877465183096
"287","Colombia",1984,"Y","FPL.floor",0.303469153997009
"288","Colombia",1987,"Y","FPL.floor",0.296448337552279
"289","Colombia",1990,"Y","FPL.floor",0.28311216599841
"290","Colombia",1993,"Y","FPL.floor",0.27326333049538
"291","Colombia",1996,"Y","FPL.floor",0.273892941090513
"292","Colombia",1999,"Y","FPL.floor",0.274869331419814
"293","Colombia",2002,"Y","FPL.floor",0.443892422043622
"294","Colombia",2005,"Y","FPL.floor",0.482594385526312
"295","Colombia",2008,"Y","FPL.floor",0.405527075966952
"296","Colombia",2010,"Y","FPL.floor",0.452021203935487
"297","Colombia",2011,"Y","FPL.floor",0.458154144024695
"298","Colombia",2012,"Y","FPL.floor",0.445350953379458
"299","Colombia",2013,"Y","FPL.floor",0.436545695123303
"300","Colombia",2015,"Y","FPL.floor",0.432288547204167
"301","Comoros",1981,"X","FPL.floor",0.579347591735741
"302","Comoros",1984,"X","FPL.floor",0.590076690353281
"303","Comoros",1987,"X","FPL.floor",0.585462389980119
"304","Comoros",1990,"X","FPL.floor",0.577827835898725
"305","Comoros",1993,"X","FPL.floor",0.573054392160083
"306","Comoros",1996,"X","FPL.floor",0.556254892825147
"307","Comoros",1999,"X","FPL.floor",0.555191817976392
"308","Comoros",2002,"X","FPL.floor",0.565897871931536
"309","Comoros",2005,"X","FPL.floor",0.552941174796148
"310","Comoros",2008,"X","FPL.floor",0.523840116486656
"311","Comoros",2010,"X","FPL.floor",0.511477004875488
"312","Comoros",2011,"X","FPL.floor",0.50670657861664
"313","Comoros",2012,"X","FPL.floor",0.501550037108575
"314","Comoros",2013,"X","FPL.floor",0.498047026320607
"315","Comoros",2015,"X","FPL.floor",0.494052887955532
"316","Cabo Verde",1981,"X","FPL.floor",0.429451789740425
"317","Cabo Verde",1984,"X","FPL.floor",0.446524773814559
"318","Cabo Verde",1987,"X","FPL.floor",0.464885216881572
"319","Cabo Verde",1990,"X","FPL.floor",0.476574240458559
"320","Cabo Verde",1993,"X","FPL.floor",0.497341363255911
"321","Cabo Verde",1996,"X","FPL.floor",0.550664079342413
"322","Cabo Verde",1999,"X","FPL.floor",0.579785496697129
"323","Cabo Verde",2002,"X","FPL.floor",0.592027176373806
"324","Cabo Verde",2005,"X","FPL.floor",0.610699473943543
"325","Cabo Verde",2008,"X","FPL.floor",0.62782579984016
"326","Cabo Verde",2010,"X","FPL.floor",0.630671577603491
"327","Cabo Verde",2011,"X","FPL.floor",0.626998989791655
"328","Cabo Verde",2012,"X","FPL.floor",0.627018669160691
"329","Cabo Verde",2013,"X","FPL.floor",0.627343333576359
"330","Cabo Verde",2015,"X","FPL.floor",0.628651717615609
"331","Costa Rica",1981,"Y","FPL.floor",0.375099408746121
"332","Costa Rica",1984,"Y","FPL.floor",0.384456212812072
"333","Costa Rica",1987,"Y","FPL.floor",0.363458487750919
"334","Costa Rica",1990,"Y","FPL.floor",0.330941544907182
"335","Costa Rica",1993,"Y","FPL.floor",0.32084620926547
"336","Costa Rica",1996,"Y","FPL.floor",0.347624097201769
"337","Costa Rica",1999,"Y","FPL.floor",0.371309253318933
"338","Costa Rica",2002,"Y","FPL.floor",0.387231778636634
"339","Costa Rica",2005,"Y","FPL.floor",0.465097296769161
"340","Costa Rica",2008,"Y","FPL.floor",0.431381352685189
"341","Costa Rica",2010,"Y","FPL.floor",0.434360380647306
"342","Costa Rica",2011,"Y","FPL.floor",0.449646496342869
"343","Costa Rica",2012,"Y","FPL.floor",0.465050533526748
"344","Costa Rica",2013,"Y","FPL.floor",0.468845336129809
"345","Costa Rica",2015,"Y","FPL.floor",0.455341282028122
"346","Djibouti",1981,"X","FPL.floor",0.591874514299897
"347","Djibouti",1984,"X","FPL.floor",0.588898660668895
"348","Djibouti",1987,"X","FPL.floor",0.584104407045515
"349","Djibouti",1990,"X","FPL.floor",0.571305998279516
"350","Djibouti",1993,"X","FPL.floor",0.552788222657135
"351","Djibouti",1996,"X","FPL.floor",0.53745292549498
"352","Djibouti",1999,"X","FPL.floor",0.528385377131724
"353","Djibouti",2002,"X","FPL.floor",0.52657267045157
"354","Djibouti",2005,"X","FPL.floor",0.487167245217722
"355","Djibouti",2008,"X","FPL.floor",0.452045399321205
"356","Djibouti",2010,"X","FPL.floor",0.429044752208987
"357","Djibouti",2011,"X","FPL.floor",0.418023429196563
"358","Djibouti",2012,"X","FPL.floor",0.407270648943976
"359","Djibouti",2013,"X","FPL.floor",0.467529912393696
"360","Djibouti",2015,"X","FPL.floor",0.480236815918776
"361","Dominican Republic",1981,"Y","FPL.floor",0.492975908531602
"362","Dominican Republic",1984,"Y","FPL.floor",0.493532545250263
"363","Dominican Republic",1987,"Y","FPL.floor",0.518105383885683
"364","Dominican Republic",1990,"Y","FPL.floor",0.534391439054246
"365","Dominican Republic",1993,"Y","FPL.floor",0.523005000890321
"366","Dominican Republic",1996,"Y","FPL.floor",0.454638798779525
"367","Dominican Republic",1999,"Y","FPL.floor",0.457413382640614
"368","Dominican Republic",2002,"Y","FPL.floor",0.477548493593209
"369","Dominican Republic",2005,"Y","FPL.floor",0.534385855757764
"370","Dominican Republic",2008,"Y","FPL.floor",0.570084862321257
"371","Dominican Republic",2010,"Y","FPL.floor",0.612280848751104
"372","Dominican Republic",2011,"Y","FPL.floor",0.5737099839457
"373","Dominican Republic",2012,"Y","FPL.floor",0.58754100612784
"374","Dominican Republic",2013,"Y","FPL.floor",0.609678854716917
"375","Dominican Republic",2015,"Y","FPL.floor",0.575563052294677
"376","Algeria",1981,"X","FPL.floor",0.904832903844752
"377","Algeria",1984,"X","FPL.floor",0.927176700100874
"378","Algeria",1987,"X","FPL.floor",0.873987446234012
"379","Algeria",1990,"X","FPL.floor",0.784106594639793
"380","Algeria",1993,"X","FPL.floor",0.70614478144999
"381","Algeria",1996,"X","FPL.floor",0.66670204477178
"382","Algeria",1999,"X","FPL.floor",0.65809191191138
"383","Algeria",2002,"X","FPL.floor",0.636217359243137
"384","Algeria",2005,"X","FPL.floor",0.586339484505222
"385","Algeria",2008,"X","FPL.floor",0.483211369019422
"386","Algeria",2010,"X","FPL.floor",0.363316694032397
"387","Algeria",2011,"X","FPL.floor",0.284392929126391
"388","Algeria",2012,"X","FPL.floor",0.252580219001961
"389","Algeria",2013,"X","FPL.floor",0.232816602270103
"390","Algeria",2015,"X","FPL.floor",0.198512799073933
"391","Ecuador",1981,"Y","FPL.floor",0.445495481809253
"392","Ecuador",1984,"Y","FPL.floor",0.439167404608388
"393","Ecuador",1987,"Y","FPL.floor",0.442024516119091
"394","Ecuador",1990,"Y","FPL.floor",0.406372310968151
"395","Ecuador",1993,"Y","FPL.floor",0.374863907416272
"396","Ecuador",1996,"Y","FPL.floor",0.390929693849905
"397","Ecuador",1999,"Y","FPL.floor",0.378720700262696
"398","Ecuador",2002,"Y","FPL.floor",0.42218368302303
"399","Ecuador",2005,"Y","FPL.floor",0.441129831114085
"400","Ecuador",2008,"Y","FPL.floor",0.430740584982884
"401","Ecuador",2010,"Y","FPL.floor",0.472752493014089
"402","Ecuador",2011,"Y","FPL.floor",0.415212963134945
"403","Ecuador",2012,"Y","FPL.floor",0.473989930725649
"404","Ecuador",2013,"Y","FPL.floor",0.494526985359614
"405","Ecuador",2015,"Y","FPL.floor",0.45729822580413
"406","Egypt, Arab Republic of",1981,"X","FPL.floor",0.674365536888103
"407","Egypt, Arab Republic of",1984,"X","FPL.floor",0.70383692690829
"408","Egypt, Arab Republic of",1987,"X","FPL.floor",0.694473161612756
"409","Egypt, Arab Republic of",1990,"X","FPL.floor",0.708352049747122
"410","Egypt, Arab Republic of",1993,"X","FPL.floor",0.722894840903699
"411","Egypt, Arab Republic of",1996,"X","FPL.floor",0.737573703587189
"412","Egypt, Arab Republic of",1999,"X","FPL.floor",0.722383005377533
"413","Egypt, Arab Republic of",2002,"X","FPL.floor",0.717620288574794
"414","Egypt, Arab Republic of",2005,"X","FPL.floor",0.722550414443099
"415","Egypt, Arab Republic of",2008,"X","FPL.floor",0.71651716783717
"416","Egypt, Arab Republic of",2010,"X","FPL.floor",0.726109504480363
"417","Egypt, Arab Republic of",2011,"X","FPL.floor",0.727269811965736
"418","Egypt, Arab Republic of",2012,"X","FPL.floor",0.72324110565744
"419","Egypt, Arab Republic of",2013,"X","FPL.floor",0.724603985047963
"420","Egypt, Arab Republic of",2015,"X","FPL.floor",0.748608585365942
"421","Ethiopia",1981,"X","FPL.floor",0.629021881749121
"422","Ethiopia",1984,"X","FPL.floor",0.624322300263847
"423","Ethiopia",1987,"X","FPL.floor",0.625544008173233
"424","Ethiopia",1990,"X","FPL.floor",0.615147654959858
"425","Ethiopia",1993,"X","FPL.floor",0.591982448683208
"426","Ethiopia",1996,"X","FPL.floor",0.615121155277858
"427","Ethiopia",1999,"X","FPL.floor",0.66401209828972
"428","Ethiopia",2002,"X","FPL.floor",0.717145684976472
"429","Ethiopia",2005,"X","FPL.floor",0.736344456631727
"430","Ethiopia",2008,"X","FPL.floor",0.671719572191893
"431","Ethiopia",2010,"X","FPL.floor",0.659783207898142
"432","Ethiopia",2011,"X","FPL.floor",0.657777163618332
"433","Ethiopia",2012,"X","FPL.floor",0.657049315027646
"434","Ethiopia",2013,"X","FPL.floor",0.660837291519409
"435","Ethiopia",2015,"X","FPL.floor",0.672323396861595
"436","Fiji",1981,"X","FPL.floor",0.612198856069653
"437","Fiji",1984,"X","FPL.floor",0.594638306969389
"438","Fiji",1987,"X","FPL.floor",0.581494323517698
"439","Fiji",1990,"X","FPL.floor",0.605409821038612
"440","Fiji",1993,"X","FPL.floor",0.60848166379401
"441","Fiji",1996,"X","FPL.floor",0.623893571169555
"442","Fiji",1999,"X","FPL.floor",0.632900516626921
"443","Fiji",2002,"X","FPL.floor",0.636920906843001
"444","Fiji",2005,"X","FPL.floor",0.651922218680268
"445","Fiji",2008,"X","FPL.floor",0.655951757931098
"446","Fiji",2010,"X","FPL.floor",0.666323452897935
"447","Fiji",2011,"X","FPL.floor",0.677126042316136
"448","Fiji",2012,"X","FPL.floor",0.685841720634366
"449","Fiji",2013,"X","FPL.floor",0.699595966465806
"450","Fiji",2015,"X","FPL.floor",0.713498124110902
"451","Micronesia, Federated States of",1987,"X","FPL.floor",0.675430902839584
"452","Micronesia, Federated States of",1990,"X","FPL.floor",0.67701739788844
"453","Micronesia, Federated States of",1993,"X","FPL.floor",0.676216382688535
